,question_id,bundle_id,explanation_id,correct_answer,part,tags,deployed_at,correct_flag,question_flag
4839,q5394,b3926,e3926,d,5,133,1571278659901,261,533
4840,q5395,b3927,e3927,c,5,133,1571278661685,488,781
4841,q5396,b3928,e3928,b,5,133,1571278663566,469,1008
4842,q5397,b3929,e3929,d,5,105,1571278665366,317,607
4843,q5398,b3930,e3930,c,5,105,1571278667151,315,626
4844,q5399,b3931,e3931,d,5,74,1571278668993,72,256
4845,q5400,b3932,e3932,d,5,99,1571278670794,442,804
4846,q5401,b3933,e3933,d,5,97,1571278672385,646,1487
4847,q5402,b3934,e3934,c,5,90,1571278674136,253,499
4848,q5404,b3936,e3936,b,5,78,1571278676071,106,308
4849,q5405,b3937,e3937,d,5,97,1571278677940,843,1913
4850,q5406,b3938,e3938,a,5,134,1571278679702,673,1161
4851,q5407,b3939,e3939,c,5,133,1571278681558,386,716
4852,q5408,b3940,e3940,a,5,78,1571278683423,76,109
4853,q5409,b3941,e3941,a,5,78,1571278685259,95,224
4854,q5410,b3942,e3942,c,5,78,1571278687045,92,152
4855,q5411,b3943,e3943,b,5,72,1571278688788,349,671
4856,q5412,b3944,e3944,a,5,78,1571278690613,74,149
4857,q5413,b3945,e3945,d,5,133,1571278692332,424,1148
4858,q5414,b3946,e3946,c,5,134,1571278694082,483,1192
4859,q5415,b3947,e3947,c,5,133,-1,243,440
4860,q5416,b3948,e3948,d,5,134,1571278697828,788,1887
4861,q5417,b3949,e3949,c,5,133,1571278699729,440,1074
4862,q5418,b3950,e3950,b,5,78,1571278701660,263,800
4863,q5419,b3951,e3951,d,5,78,1571278703549,96,225
4864,q5420,b3952,e3952,a,5,78,1571278705361,74,102
4865,q5421,b3953,e3953,b,5,78,1571278707092,244,662
4866,q5422,b3954,e3954,c,5,78,1571278708924,73,118
4867,q5423,b3955,e3955,d,5,104,1571278710714,147,227
4868,q5424,b3956,e3956,d,5,98,1571278712500,190,515
4869,q5425,b3957,e3957,d,5,78,1571278714327,63,103
4870,q5426,b3958,e3958,c,5,71,1571278716182,122,252
4871,q5427,b3959,e3959,c,5,83,1571278717951,109,240
4872,q5428,b3960,e3960,d,5,86,1571279040577,234,502
4873,q5429,b3961,e3961,b,5,86,1571279042695,16,26
4874,q5431,b3963,e3963,c,5,86,1571279044622,83,123
4875,q5432,b3964,e3964,c,5,86,1571279046454,73,126
4876,q5433,b3965,e3965,b,5,96,1571279048484,367,757
4877,q5434,b3966,e3966,b,5,106,1571279050346,165,219
4878,q5435,b3967,e3967,b,5,96,1571279052412,217,382
4879,q5437,b3969,e3969,a,5,82,1571279054310,271,437
4880,q5438,b3970,e3970,a,5,96,1571279056152,207,321
4881,q5440,b3972,e3972,a,5,86,1571279057979,100,121
4882,q5441,b3973,e3973,a,5,96,1571279059978,232,458
4883,q5442,b3974,e3974,b,5,96,1571279061852,203,404
4884,q5444,b3976,e3976,c,5,103,1571279063619,287,611
4885,q5446,b3978,e3978,c,5,86,1571279065520,90,163
4886,q5447,b3979,e3979,a,5,106,1571279067415,175,276
4887,q5448,b3980,e3980,a,5,82,1571279069417,237,364
4888,q5451,b3983,e3983,c,5,103,1571279071373,279,630
4889,q5452,b3984,e3984,b,5,82,1571279073231,240,374
4890,q5453,b3985,e3985,b,5,103,1571279075457,246,532
4891,q5454,b3986,e3986,d,5,82,1571279077233,211,371
4892,q5455,b3987,e3987,b,5,96,1571279079071,228,540
4893,q5456,b3988,e3988,b,5,82,1571279081001,184,372
4894,q5457,b3989,e3989,d,5,86,1571279082909,82,125
4895,q5458,b3990,e3990,c,5,106,1571279084784,232,368
4896,q5459,b3991,e3991,b,5,96,1571279086694,166,231
4897,q5460,b3992,e3992,a,5,106,1571279088624,229,466
4898,q5461,b3993,e3993,b,5,106,1571279090453,139,276
4899,q5463,b3995,e3995,a,5,103,1571279092337,281,485
4900,q5464,b3996,e3996,c,5,106,1571279094211,152,300
4901,q5465,b3997,e3997,a,5,106,1571279096162,191,404
4902,q5466,b3998,e3998,a,5,96,1562890617669,234,449
4903,q5467,b3999,e3999,a,5,96,1571279098151,215,329
4904,q5468,b4000,e4000,b,5,106,1571279100133,119,168
4905,q5469,b4001,e4001,b,5,86,1571279102032,73,110
4906,q5470,b4002,e4002,a,5,103,1571279103939,191,475
4907,q5471,b4003,e4003,a,5,86,1571279105830,57,97
4908,q5472,b4004,e4004,b,5,106,1571279107721,164,327
4909,q5473,b4005,e4005,b,5,106,1571279109534,72,90
4910,q5474,b4006,e4006,d,5,106,1571279111487,194,383
4911,q5475,b4007,e4007,a,5,103,1571279113374,201,288
4912,q5476,b4008,e4008,d,5,106,1571279115265,125,251
4913,q5477,b4009,e4009,a,5,106,1571279117405,122,188
4914,q5478,b4010,e4010,d,5,103,1571279119293,219,569
4915,q5479,b4011,e4011,a,5,106,1571279121093,208,352
4916,q5480,b4012,e4012,b,5,106,1571279123063,299,444
4917,q5481,b4013,e4013,a,5,86,1571279124921,240,297
4918,q5482,b4014,e4014,a,5,86,1571279126710,113,240
4919,q5483,b4015,e4015,b,5,86,1571279128524,35,45
4920,q5484,b4016,e4016,a,5,86,1571279130361,262,524
4921,q5485,b4017,e4017,a,5,96,1571279132184,217,351
4922,q5486,b4018,e4018,c,5,96,1571279134134,312,504
4923,q5487,b4019,e4019,b,5,106,1571279135894,148,246
4924,q5488,b4020,e4020,b,5,86,1571279137935,162,257
4925,q5489,b4021,e4021,d,5,106,1571279139752,212,304
4926,q5490,b4022,e4022,a,5,96,1571279141610,279,543
4927,q5491,b4023,e4023,a,5,86,1571279143483,110,141
4928,q5492,b4024,e4024,a,5,82,1571279145405,199,320
4929,q5493,b4025,e4025,c,5,86,1571279147363,301,866
4930,q5494,b4026,e4026,d,5,82,1571279149284,181,332
4931,q5495,b4027,e4027,b,5,96,1562890620182,273,477
4932,q5496,b4028,e4028,a,5,82,1571279151320,233,699
4933,q5497,b4029,e4029,a,5,103,1571279153235,517,741
4934,q5498,b4030,e4030,c,5,82,1571279155004,220,469
4935,q5499,b4031,e4031,a,5,106,1571279156798,82,136
4936,q5500,b4032,e4032,a,5,82,1571279158803,330,909
4937,q5501,b4033,e4033,b,5,82,1571279160910,168,276
4938,q5502,b4034,e4034,b,5,82,1571279162757,188,289
4939,q5503,b4035,e4035,c,5,82,1571279164640,168,298
4940,q5504,b4036,e4036,a,5,106,1571279166597,121,270
4941,q5505,b4037,e4037,b,5,106,1571279168489,180,224
4942,q5506,b4038,e4038,a,5,106,1571279170330,160,481
4943,q5507,b4039,e4039,b,5,96,1571279172187,284,444
4944,q5508,b4040,e4040,b,5,96,1571279174153,253,419
4945,q5509,b4041,e4041,a,5,96,1571279176146,263,389
4946,q5510,b4042,e4042,a,5,96,1571279178454,179,418
4947,q5511,b4043,e4043,c,5,82,1571279180274,206,389
4948,q5512,b4044,e4044,a,5,86,1571279182222,35,58
4949,q5513,b4045,e4045,c,5,86,1571279184486,161,252
4950,q5514,b4046,e4046,a,5,86,1571279186382,51,123
4951,q5515,b4047,e4047,d,5,82,1571279188341,183,312
4952,q5516,b4048,e4048,c,5,82,1571279190212,248,387
4953,q5517,b4049,e4049,d,5,86,1571279192197,22,27
4954,q5519,b4051,e4051,a,5,82,1571279194125,162,266
4955,q5520,b4052,e4052,a,5,96,1562890622577,187,258
4956,q5521,b4053,e4053,a,5,82,1571279195994,293,677
4957,q5522,b4054,e4054,a,5,86,1571279197930,64,90
4958,q5523,b4055,e4055,a,5,106,1571279199819,100,147
4959,q5524,b4056,e4056,a,5,82,1571279201728,169,234
4960,q5525,b4057,e4057,c,5,106,1571279203648,106,186
4961,q5526,b4058,e4058,a,5,103,1571279205683,407,697
4962,q5528,b4060,e4060,a,5,119,1568688639241,102,182
4963,q5530,b4062,e4062,b,5,104,1568688641070,173,257
4964,q5531,b4063,e4063,a,5,80,1568688642843,163,326
4965,q5532,b4064,e4064,c,5,80,1568688644699,128,225
4966,q5533,b4065,e4065,a,5,84,1568688646707,141,253
4967,q5535,b4067,e4067,c,5,80,1568688648595,109,167
4968,q5537,b4069,e4069,b,5,80,1568688650377,111,158
4969,q5538,b4070,e4070,a,5,84,1568688652088,80,119
4970,q5539,b4071,e4071,b,5,98,1568688654014,56,70
4971,q5540,b4072,e4072,a,5,80,1568688655778,240,596
4972,q5542,b4074,e4074,b,5,98,1568688657836,35,54
4973,q5543,b4075,e4075,a,5,84,1568688659749,89,117
4974,q5544,b4076,e4076,b,5,84,1568688661778,120,180
4975,q5545,b4077,e4077,a,5,80,1568688663836,78,133
4976,q5547,b4079,e4079,c,5,80,1568688665764,233,409
4977,q5548,b4080,e4080,d,5,84,1568688667712,63,130
4978,q5549,b4081,e4081,a,5,84,1568688669567,96,270
4979,q5550,b4082,e4082,b,5,98,1568688671669,92,169
4980,q5551,b4083,e4083,c,5,98,1568688673615,63,81
4981,q5552,b4084,e4084,a,5,80,1568688675458,76,162
4982,q5553,b4085,e4085,b,5,104,1568688677401,269,455
4983,q5555,b4087,e4087,d,5,84,1568688679404,90,176
4984,q5557,b4089,e4089,a,5,80,1568688681438,138,353
4985,q5558,b4090,e4090,a,5,84,1568688683398,115,212
4986,q5559,b4091,e4091,b,5,84,1568688685165,135,313
4987,q5560,b4092,e4092,c,5,84,1568688687232,59,101
4988,q5561,b4093,e4093,a,5,84,1568688689303,66,146
4989,q5562,b4094,e4094,b,5,84,1568688691329,43,73
4990,q5563,b4095,e4095,a,5,84,1568688693270,103,212
4991,q5564,b4096,e4096,d,5,84,1568688695279,293,1136
4992,q5565,b4097,e4097,c,5,84,1568688697325,66,88
4993,q5566,b4098,e4098,a,5,98,1568688699361,80,96
4994,q5567,b4099,e4099,a,5,84,1568688701371,80,116
4995,q5568,b4100,e4100,a,5,84,1568688703492,74,106
4996,q5569,b4101,e4101,b,5,98,1568688705480,111,154
4997,q5570,b4102,e4102,c,5,80,1568688707538,164,294
4998,q5571,b4103,e4103,b,5,98,1568688709461,69,94
4999,q5572,b4104,e4104,a,5,84,1568688711588,98,132
5000,q5573,b4105,e4105,d,5,80,1568688714064,92,116
5001,q5574,b4106,e4106,c,5,104,1568688715917,288,863
5002,q5575,b4107,e4107,a,5,104,1568688717818,227,349
5003,q5576,b4108,e4108,a,5,80,1568688719753,95,140
5004,q5577,b4109,e4109,a,5,84,1568688721693,224,446
5005,q5578,b4110,e4110,b,5,84,1568688723696,88,124
5006,q5580,b4112,e4112,a,5,84,1568688725701,109,185
5007,q5582,b4114,e4114,a,5,80,1568688727807,129,204
5008,q5583,b4115,e4115,d,5,84,1568688729718,160,371
5009,q5584,b4116,e4116,c,5,98,1568688731734,91,130
5010,q5585,b4117,e4117,a,5,104,1568688733723,258,393
5011,q5586,b4118,e4118,a,5,84,1568688735835,106,160
5012,q5587,b4119,e4119,a,5,98,1568688737910,41,54
5013,q5588,b4120,e4120,a,5,98,1568688739997,64,132
5014,q5589,b4121,e4121,a,5,84,1568688742019,70,122
5015,q5590,b4122,e4122,a,5,104,1568688743897,123,189
5016,q5591,b4123,e4123,a,5,80,1568688746004,127,212
5017,q5592,b4124,e4124,d,5,98,1568688747981,41,65
5018,q5593,b4125,e4125,d,5,98,1568688749824,71,108
5019,q5594,b4126,e4126,d,5,80,1568688751775,115,198
5020,q5595,b4127,e4127,d,5,98,1568688753750,105,188
5021,q5596,b4128,e4128,d,5,104,1568688755549,213,365
5022,q5597,b4129,e4129,a,5,98,1568688757494,84,148
5023,q5598,b4130,e4130,a,5,98,1568688759637,84,130
5024,q5599,b4131,e4131,a,5,84,1568688761607,66,99
5025,q5600,b4132,e4132,a,5,98,1568688763779,76,111
5026,q5603,b4135,e4135,a,5,84,1568688765810,105,140
5027,q5606,b4138,e4138,a,5,98,1568688768064,48,68
5028,q5607,b4139,e4139,a,5,104,1568688770023,263,477
5029,q5608,b4140,e4140,d,5,74,1565338100040,35,55
5030,q5609,b4141,e4141,c,5,83,1565338102235,128,203
5031,q5610,b4142,e4142,a,5,85,1565338104506,85,133
5032,q5611,b4143,e4143,d,5,98,1565338106596,217,434
5033,q5612,b4144,e4144,a,5,88,1565338108830,289,441
5034,q5613,b4145,e4145,d,5,83,1565338162936,92,172
5035,q5614,b4146,e4146,b,5,74,1565338165308,76,187
5036,q5615,b4147,e4147,d,5,85,1565338167722,170,306
5037,q5616,b4148,e4148,b,5,77,1565338169784,142,203
5038,q5617,b4149,e4149,d,5,119,1565338171750,99,230
5039,q5618,b4150,e4150,b,5,76,1565338173799,196,493
5040,q5619,b4151,e4151,b,5,86,1565338175741,38,44
5041,q5620,b4152,e4152,c,5,74,1565338177720,42,55
5042,q5621,b4153,e4153,c,5,98,1565338179610,105,225
5043,q5622,b4154,e4154,a,5,76,1565338182468,160,237
5044,q5623,b4155,e4155,b,5,81,1565338186748,191,300
5045,q5624,b4156,e4156,c,5,96,1565338189114,278,628
5046,q5625,b4157,e4157,a,5,82,1565338190935,260,507
5047,q5626,b4158,e4158,c,5,83,1565338192952,90,164
5048,q5627,b4159,e4159,d,5,74,1565338194695,83,250
5049,q5628,b4160,e4160,b,5,86,1565338196547,46,59
5050,q5629,b4161,e4161,d,5,77,1565338198533,234,763
5051,q5630,b4162,e4162,d,5,73,1565338200350,448,779
5052,q5631,b4163,e4163,c,5,74,1565338202088,28,43
5053,q5632,b4164,e4164,a,5,89,1565338204080,557,950
5054,q5633,b4165,e4165,d,5,71,1565338206003,64,121
5055,q5634,b4166,e4166,a,5,98,1565338207911,56,75
5056,q5635,b4167,e4167,d,5,93,1565338209801,164,289
5057,q5636,b4168,e4168,a,5,77,1565338211721,108,259
5058,q5637,b4169,e4169,c,5,92,1565338213663,139,193
5059,q5638,b4170,e4170,d,5,94,1565338215424,259,469
5060,q5639,b4171,e4171,b,5,86,1565338217244,91,132
5061,q5640,b4172,e4172,a,5,76,1565338219132,211,409
5062,q5642,b4174,e4174,d,5,98,1565338221000,168,382
5063,q5643,b4175,e4175,b,5,71,1565338222904,81,149
5064,q5644,b4176,e4176,c,5,80,1565338224535,82,132
5065,q5645,b4177,e4177,b,5,83,1565338226509,124,172
5066,q5646,b4178,e4178,c,5,130,1565338228260,382,733
5067,q5647,b4179,e4179,a,5,74,1565338230228,115,382
5068,q5648,b4180,e4180,d,5,128,1568635407786,685,1507
5069,q5649,b4181,e4181,d,5,128,1568635411190,640,1290
5070,q5650,b4182,e4182,d,5,128,1568635414856,227,336
5071,q5651,b4183,e4183,d,5,72,1568635418348,189,541
5072,q5652,b4184,e4184,c,5,140,1568635421796,821,1787
5073,q5654,b4186,e4186,a,5,135,1568635425099,87,109
5074,q5655,b4187,e4187,c,5,72,1568635428317,370,903
5075,q5656,b4188,e4188,c,5,122,1568635431349,389,675
5076,q5657,b4189,e4189,a,5,72,1568635434489,222,423
5077,q5658,b4190,e4190,c,5,87,1568635437679,192,279
5078,q5659,b4191,e4191,b,5,87,1568635440721,457,1544
5079,q5660,b4192,e4192,b,5,87,1568635443632,197,286
5080,q5661,b4193,e4193,c,5,90,1568635447160,319,509
5081,q5662,b4194,e4194,b,5,87,1568635450558,230,560
5082,q5663,b4195,e4195,a,5,120,1568635453855,611,1750
5083,q5664,b4196,e4196,c,5,95,1568635457279,263,367
5084,q5665,b4197,e4197,d,5,73,1568635460899,366,712
5085,q5666,b4198,e4198,d,5,119,1568635464037,56,73
5086,q5667,b4199,e4199,b,5,124,1568635467116,689,906
5087,q5668,b4200,e4200,a,5,119,1568635470252,56,84
5088,q5669,b4201,e4201,a,5,120,1568635473325,305,592
5089,q5670,b4202,e4202,b,5,119,1568635476415,75,144
5090,q5671,b4203,e4203,d,5,90,1568635479747,235,466
5091,q5672,b4204,e4204,a,5,119,1568635483072,54,71
5092,q5673,b4205,e4205,a,5,121,1568635486340,297,577
5093,q5674,b4206,e4206,c,5,121,1568635489540,188,414
5094,q5675,b4207,e4207,a,5,121,1568635492703,169,356
5095,q5676,b4208,e4208,c,5,122,1568635495875,177,241
5096,q5677,b4209,e4209,b,5,122,1568635498971,291,498
5097,q5678,b4210,e4210,b,5,95,1568635501987,343,545
5098,q5679,b4211,e4211,a,5,85,1562890625101,108,235
5099,q5680,b4212,e4212,c,5,85,1568635505072,248,511
5100,q5681,b4213,e4213,d,5,89,1568635508262,515,912
5101,q5682,b4214,e4214,c,5,137,1568635511625,762,1310
5102,q5683,b4215,e4215,a,5,137,1568635514714,844,2151
5103,q5684,b4216,e4216,c,5,98,1568635518041,150,278
5104,q5685,b4217,e4217,d,5,104,1568635521440,332,737
5105,q5686,b4218,e4218,b,5,104,1568635524774,476,1070
5106,q5687,b4219,e4219,b,5,124,1568635528218,804,1586
5107,q5688,b4220,e4220,d,5,71,1568635531377,201,551
5108,q5689,b4221,e4221,b,5,74,1568635534477,45,65
5109,q5690,b4222,e4222,b,5,119,1568635537596,131,227
5110,q5691,b4223,e4223,c,5,126,1568635540556,542,1133
5111,q5692,b4224,e4224,b,5,80,1568635543820,160,326
5112,q5693,b4225,e4225,a,5,126,1568635547092,473,831
5113,q5694,b4226,e4226,a,5,123,1568635550328,410,1014
5114,q5695,b4227,e4227,a,5,123,1568635553230,365,1176
5115,q5696,b4228,e4228,b,5,85,1568635556620,87,124
5116,q5697,b4229,e4229,b,5,77,1562890627566,224,440
5117,q5698,b4230,e4230,d,5,77,1562890630179,180,451
5118,q5699,b4231,e4231,d,5,77,1562890632838,169,332
5119,q5700,b4232,e4232,d,5,85,1568635560045,85,198
5120,q5702,b4234,e4234,d,5,77,1562890635434,161,277
5121,q5703,b4235,e4235,b,5,77,1562890637934,117,224
5122,q5704,b4236,e4236,b,5,85,1562890640506,209,403
5123,q5705,b4237,e4237,b,5,85,1562890643105,85,128
5124,q5706,b4238,e4238,b,5,85,1562890646039,128,241
5125,q5707,b4239,e4239,c,5,85,1568635563619,137,171
5126,q5709,b4241,e4241,a,5,83,1562890648574,162,341
5127,q5710,b4242,e4242,a,5,83,1568635567262,120,175
5128,q5711,b4243,e4243,b,5,83,1568635570911,129,204
5129,q5712,b4244,e4244,a,5,83,1562890652897,90,182
5130,q5713,b4245,e4245,a,5,71,1568635574409,18,23
5131,q5714,b4246,e4246,b,5,76,1562890656913,163,228
5132,q5715,b4247,e4247,b,5,76,1568635578019,160,275
5133,q5716,b4248,e4248,a,5,76,1562890664112,142,270
5134,q5717,b4249,e4249,a,5,76,1562890666739,297,387
5135,q5718,b4250,e4250,c,5,76,1562890669267,251,528
5136,q5719,b4251,e4251,d,5,83,1568635581552,273,417
5137,q5720,b4252,e4252,a,5,83,1568635585043,263,946
5138,q5721,b4253,e4253,a,5,76,1562890671748,130,232
5139,q5722,b4254,e4254,b,5,83,1568635404666,94,169
5140,q5723,b4255,e4255,a,5,98,1568635588344,79,122
5141,q5724,b4256,e4256,b,5,117,1568635591299,351,551
5142,q5725,b4257,e4257,c,5,117,1568635594821,506,1156
5143,q5726,b4258,e4258,a,5,74,1568635598360,47,95
5144,q5727,b4259,e4259,c,5,105,1568635601613,473,1142
5145,q5728,b4260,e4260,b,5,74,1568635605091,28,43
5146,q5729,b4261,e4261,d,5,74,1568635608384,25,45
5147,q5730,b4262,e4262,b,5,77,1568635611799,92,289
5148,q5731,b4263,e4263,c,5,75,1568635615346,497,1215
5149,q5732,b4264,e4264,c,5,88,1568635618561,332,473
5150,q5733,b4265,e4265,b,5,88,1568635621718,237,311
5151,q5734,b4266,e4266,b,5,88,1568635625233,162,254
5152,q5735,b4267,e4267,d,5,75,1568635628491,403,1105
5153,q5736,b4268,e4268,a,5,75,1568635632203,566,729
5154,q5737,b4269,e4269,c,5,75,1568635635306,690,1414
5155,q5738,b4270,e4270,b,5,118,1568635638713,793,1818
5156,q5739,b4271,e4271,b,5,94,1568635642193,234,514
5157,q5740,b4272,e4272,b,5,118,1568635645361,698,1866
5158,q5741,b4273,e4273,d,5,118,1568635649871,364,618
5159,q5742,b4274,e4274,b,5,129,1568635653349,304,461
5160,q5743,b4275,e4275,d,5,129,1568635656962,308,525
5161,q5744,b4276,e4276,c,5,129,1568635660490,338,632
5162,q5746,b4278,e4278,d,5,129,1568635663629,368,850
5163,q5747,b4279,e4279,d,5,94,1568635666986,391,595
5164,q5748,b4280,e4280,b,5,94,1568635670263,357,560
5165,q5749,b4281,e4281,d,5,74,1568635673790,41,60
5166,q5750,b4282,e4282,a,5,74,1568635677103,26,58
5167,q5751,b4283,e4283,d,5,74,1568635680509,15,28
5168,q5752,b4284,e4284,d,5,74,1568635683802,39,53
5169,q5753,b4285,e4285,c,5,74,1568635686895,45,89
5170,q5754,b4286,e4286,c,5,74,1568635690061,63,130
5171,q5755,b4287,e4287,b,5,74,1568635693136,33,40
5172,q5756,b4288,e4288,b,5,74,1568635696141,329,743
5173,q5757,b4289,e4289,b,5,103,1568635699478,343,468
5174,q5758,b4290,e4290,b,5,117,1568635703114,287,738
5175,q5759,b4291,e4291,c,5,100,1568635706600,422,669
5176,q5760,b4292,e4292,b,5,83,1568635710246,75,100
5177,q5761,b4293,e4293,c,5,102,1568635713748,381,685
5178,q5762,b4294,e4294,d,5,83,1568635716866,168,324
5179,q5763,b4295,e4295,d,5,101,1568635720190,346,691
5180,q5764,b4296,e4296,b,5,98,1568635723629,178,345
5181,q5765,b4297,e4297,a,5,91,1568635727013,573,1266
5182,q5766,b4298,e4298,b,5,83,1568635730191,105,203
5183,q5767,b4299,e4299,b,5,133,1568635733602,347,664
5184,q5768,b4300,e4300,c,5,131,1568635737214,478,709
5185,q5769,b4301,e4301,a,5,89,1568635740725,218,295
5186,q5770,b4302,e4302,c,5,108,1568635743843,679,2022
5187,q5771,b4303,e4303,b,5,89,1568635746835,428,703
5188,q5772,b4304,e4304,d,5,109,1568635749871,303,542
5189,q5773,b4305,e4305,b,5,109,1568635752734,514,841
5190,q5774,b4306,e4306,a,5,109,1568635755661,335,633
5191,q5775,b4307,e4307,d,5,109,1568635758656,680,1946
5192,q5776,b4308,e4308,c,5,107,1568635761714,179,474
5193,q5777,b4309,e4309,c,5,107,1568635765061,284,438
5194,q5778,b4310,e4310,b,5,107,1568635768537,219,316
5195,q5779,b4311,e4311,b,5,107,1568635772056,440,749
5196,q5780,b4312,e4312,b,5,110,1568635775782,916,1476
5197,q5781,b4313,e4313,a,5,107,1568635778922,305,395
5198,q5782,b4314,e4314,c,5,89,1568635782449,501,710
5199,q5783,b4315,e4315,d,5,107,1568635785534,272,412
5200,q5784,b4316,e4316,d,5,144,1568635788956,710,1088
5201,q5785,b4317,e4317,b,5,109,1568635792162,528,882
5202,q5786,b4318,e4318,d,5,89,1568635795245,253,363
5203,q5787,b4319,e4319,a,5,112,1568635798764,430,660
5204,q5788,b4320,e4320,b,5,74,1519105493989,120,223
5205,q5789,b4321,e4321,a,5,74,1519105495834,48,86
5206,q5790,b4322,e4322,c,5,74,1519105497924,64,144
5207,q5791,b4323,e4323,b,5,74,1519105499799,63,134
5208,q5792,b4324,e4324,a,5,74,1519105501694,36,58
5209,q5793,b4325,e4325,a,5,74,1519105503639,29,47
5210,q5794,b4326,e4326,d,5,74,1519105505531,35,90
5211,q5796,b4328,e4328,d,5,74,1519105507529,61,129
5212,q5797,b4329,e4329,b,5,74,1519105509469,29,54
5213,q5798,b4330,e4330,c,5,74,1519105511315,31,47
5214,q5799,b4331,e4331,b,5,74,1519105513248,22,31
5215,q5800,b4332,e4332,b,5,74,1519105515136,35,76
5216,q5801,b4333,e4333,c,5,74,1519105517160,21,42
5217,q5802,b4334,e4334,b,5,74,1519105519037,87,166
5218,q5803,b4335,e4335,b,5,74,1519105520888,34,61
5219,q5804,b4336,e4336,b,5,74,1519105522714,55,132
5220,q5805,b4337,e4337,d,5,74,1519105524616,503,1780
5221,q5807,b4339,e4339,d,5,74,1519105526626,78,212
5222,q5808,b4340,e4340,c,5,74,1519105528666,49,97
5223,q5810,b4342,e4342,a,5,74,1519105530773,30,42
5224,q5811,b4343,e4343,c,5,74,1519105532722,36,50
5225,q5812,b4344,e4344,a,5,74,1519105534622,102,159
5226,q5814,b4346,e4346,d,5,74,1519105536549,16,23
5227,q5815,b4347,e4347,c,5,74,1519105538609,148,327
5228,q5816,b4348,e4348,a,5,74,1519105540460,20,32
5229,q5817,b4349,e4349,b,5,74,1519105542435,22,39
5230,q5818,b4350,e4350,d,5,74,1519105544318,36,98
5231,q5819,b4351,e4351,a,5,74,1519105546203,92,168
5232,q5820,b4352,e4352,a,5,74,1519105548061,22,25
5233,q5821,b4353,e4353,d,5,74,1519105549964,42,65
5234,q5822,b4354,e4354,d,5,74,1519105551906,29,60
5235,q5824,b4356,e4356,d,5,74,1519105553843,31,60
5236,q5825,b4357,e4357,d,5,74,1519105555778,34,64
5237,q5827,b4359,e4359,d,5,74,1519105557757,23,45
5238,q5828,b4360,e4360,a,5,74,1519105559782,26,65
5239,q5830,b4362,e4362,b,5,74,1519105561725,32,45
5240,q5832,b4364,e4364,b,5,98,1519104184531,109,143
5241,q5833,b4365,e4365,c,5,84,1519104186495,63,118
5242,q5835,b4367,e4367,c,5,98,1519104188518,76,91
5243,q5836,b4368,e4368,b,5,98,1519104190455,49,85
5244,q5838,b4370,e4370,b,5,80,1519104192516,135,230
5245,q5839,b4371,e4371,c,5,84,1519104194671,149,173
5246,q5843,b4375,e4375,a,5,84,1519104196658,108,195
5247,q5844,b4376,e4376,b,5,98,1519104198621,41,57
5248,q5845,b4377,e4377,c,5,98,1519104200577,93,138
5249,q5846,b4378,e4378,b,5,98,1519104202730,57,86
5250,q5849,b4381,e4381,b,5,104,1519104204680,147,211
5251,q5850,b4382,e4382,c,5,84,1519104206572,85,191
5252,q5851,b4383,e4383,a,5,80,1519104208656,119,212
5253,q5852,b4384,e4384,b,5,84,1519104210602,86,139
5254,q5853,b4385,e4385,b,5,80,1519104212758,138,246
5255,q5854,b4386,e4386,c,5,104,1519104215009,562,790
5256,q5855,b4387,e4387,a,5,98,1519104216975,163,358
5257,q5856,b4388,e4388,b,5,98,1519104218922,52,108
5258,q5857,b4389,e4389,c,5,98,1519104220867,145,251
5259,q5858,b4390,e4390,d,5,80,1519104222848,222,470
5260,q5859,b4391,e4391,c,5,119,1519104224829,54,66
5261,q5860,b4392,e4392,b,5,104,1519104226760,227,348
5262,q5862,b4394,e4394,b,5,80,1519104230752,102,190
5263,q5863,b4395,e4395,a,5,80,1519104232678,76,149
5264,q5864,b4396,e4396,c,5,80,1519104234757,111,134
5265,q5865,b4397,e4397,a,5,74,1519104236801,48,60
5266,q5867,b4399,e4399,c,5,74,1519104238788,35,67
5267,q5868,b4400,e4400,c,5,74,1519104240808,53,115
5268,q5869,b4401,e4401,b,5,74,1519104242743,34,50
5269,q5870,b4402,e4402,a,5,74,1519104244770,34,66
5270,q5871,b4403,e4403,b,5,74,1519104246666,58,108
5271,q5872,b4404,e4404,c,5,74,1519104248607,24,48
5272,q5873,b4405,e4405,b,5,74,1519104250520,23,49
5273,q5874,b4406,e4406,a,5,74,1519104252670,50,83
5274,q5875,b4407,e4407,c,5,74,1519104256304,75,147
5275,q5876,b4408,e4408,b,5,74,1519104258248,33,50
5276,q5877,b4409,e4409,a,5,74,1519104260194,29,49
5277,q5878,b4410,e4410,a,5,74,1519104262099,70,220
5278,q5880,b4412,e4412,d,5,74,1519104264130,46,102
5279,q5881,b4413,e4413,c,5,74,1519104266130,30,44
5280,q5882,b4414,e4414,b,5,74,1519104268075,33,58
5281,q5884,b4416,e4416,b,5,74,1519104270299,34,70
5282,q5885,b4417,e4417,b,5,74,1519104272391,39,74
5283,q5886,b4418,e4418,a,5,74,1519104274262,24,36
5284,q5887,b4419,e4419,b,5,74,1519104276274,21,36
5285,q5888,b4420,e4420,c,5,74,1519104278112,40,70
5286,q5891,b4423,e4423,b,5,74,1519104280171,33,49
5287,q5892,b4424,e4424,a,5,74,1519104282034,24,42
